Time,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Category,Weather
18,26,20,48.3,100.49,0,Mostly Cloudy
19,27,13,25,100.5,0,Cloudy
20,29,9,25,100.42,0,Mostly Cloudy
21,33,7,25,100.36,0,Mostly Cloudy
22,32,11,25,100.34,0,Cloudy
23,31,11,25,100.29,0,Cloudy
0,35,9,25,100.22,0,Mostly Cloudy
1,35,4,25,100.2,0,Cloudy
2,36,9,25,100.15,0,Mostly Cloudy
3,50,11,25,100.05,0,Mostly Cloudy
4,53,7,25,100.01,0,Mostly Cloudy
5,59,9,24.1,99.94,0,Mostly Cloudy
6,59,11,48.3,99.89,0,Mostly Cloudy
7,52,17,48.3,99.85,0,Mostly Cloudy
8,44,20,48.3,99.83,0,Mostly Cloudy
9,39,28,48.3,99.83,0,Mostly Cloudy
10,41,30,48.3,99.78,0,Mainly Clear
11,43,28,48.3,99.75,0,Mainly Clear
12,43,24,48.3,99.71,0,Mostly Cloudy
13,42,33,24.1,99.71,0,Cloudy
14,43,26,24.1,99.72,0,Cloudy
15,45,26,24.1,99.75,0,Cloudy
16,45,20,24.1,99.75,0,Cloudy
17,40,26,24.1,99.81,0,Mostly Cloudy
18,42,22,24.1,99.87,0,Mostly Cloudy
19,48,19,24.1,99.98,0,Mainly Clear
20,49,19,25,100.07,0,Mostly Cloudy
21,51,19,25,100.13,0,Mostly Cloudy
22,55,19,25,100.2,0,Mostly Cloudy
23,55,19,25,100.24,0,Mostly Cloudy
0,55,15,25,100.34,0,Mostly Cloudy
1,55,17,25,100.37,0,Mainly Clear
2,55,11,25,100.4,0,Mostly Cloudy
3,62,13,25,100.41,0,Mostly Cloudy
4,61,17,25,100.47,0,Mostly Cloudy
5,54,17,25,100.51,0,Mostly Cloudy
6,52,19,24.1,100.6,0,Cloudy
7,51,19,24.1,100.68,0,Mostly Cloudy
8,51,20,24.1,100.72,0,Mostly Cloudy
9,48,22,24.1,100.76,0,Mostly Cloudy
10,41,17,24.1,100.76,0,Mostly Cloudy
11,42,26,24.1,100.77,0,Mostly Cloudy
12,42,22,24.1,100.74,0,Mostly Cloudy
13,42,22,24.1,100.73,0,Mostly Cloudy
14,39,20,24.1,100.7,0,Mainly Clear
15,38,19,24.1,100.67,0,Mainly Clear
16,35,24,48.3,100.65,0,Mainly Clear
17,35,24,48.3,100.7,0,Mainly Clear
18,37,20,48.3,100.75,0,Mostly Cloudy
19,38,26,25,100.82,0,Mostly Cloudy
20,38,19,25,100.87,0,Mostly Cloudy
21,40,19,25,100.88,0,Mostly Cloudy
22,42,22,25,100.89,0,Mostly Cloudy
23,43,19,25,100.93,0,Mostly Cloudy
0,44,22,25,100.97,0,Mostly Cloudy
1,43,17,25,100.98,0,Mostly Cloudy
2,46,22,25,101.04,0,Cloudy
3,48,19,25,101.09,0,Cloudy
4,49,17,25,101.13,0,Mostly Cloudy
5,52,15,24.1,101.17,0,Mostly Cloudy
6,51,15,48.3,101.23,0,Mainly Clear
7,50,15,48.3,101.3,0,Clear
8,48,19,48.3,101.34,0,Clear
9,46,17,48.3,101.37,0,Clear
10,42,6,48.3,101.35,0,Mainly Clear
11,37,19,48.3,101.32,0,Clear
12,34,20,48.3,101.24,0,Mainly Clear
13,33,15,48.3,101.18,0,Clear
14,29,9,48.3,101.13,0,Mainly Clear
15,28,19,48.3,101.1,0,Mainly Clear
16,27,28,48.3,101.08,0,Mostly Cloudy
17,25,32,48.3,101.11,0,Mostly Cloudy
18,25,19,25,101.16,0,Mostly Cloudy
19,24,13,25,101.21,0,Mostly Cloudy
20,28,11,25,101.24,0,Mostly Cloudy
21,28,9,25,101.24,0,Cloudy
22,27,11,25,101.26,0,Cloudy
23,31,11,25,101.27,0,Cloudy
0,32,11,25,101.28,0,Cloudy
1,30,17,25,101.29,0,Mostly Cloudy
2,37,7,25,101.3,0,Mostly Cloudy
3,39,11,25,101.32,0,Mainly Clear
4,39,11,25,101.35,0,Mostly Cloudy
5,45,7,25,101.39,0,Mainly Clear
6,44,9,48.3,101.46,0,Mostly Cloudy
7,39,11,48.3,101.5,0,Mainly Clear
8,36,11,48.3,101.51,0,Mostly Cloudy
9,35,11,48.3,101.52,0,Mostly Cloudy
10,35,17,48.3,101.54,0,Mostly Cloudy
11,33,13,48.3,101.51,0,Mostly Cloudy
12,34,11,48.3,101.47,0,Mostly Cloudy
13,34,9,48.3,101.44,0,Mostly Cloudy
14,32,9,48.3,101.39,0,Cloudy
15,35,7,48.3,101.36,0,Mostly Cloudy
16,34,4,24.1,101.34,0,Mostly Cloudy
17,35,9,24.1,101.35,0,Mostly Cloudy
18,36,7,25,101.35,0,Mostly Cloudy
19,39,13,25,101.37,0,Mostly Cloudy
20,39,15,25,101.43,0,Cloudy
21,40,17,25,101.41,0,Mostly Cloudy
22,44,15,25,101.36,0,Mostly Cloudy
23,45,11,25,101.31,0,Mostly Cloudy
0,45,9,25,101.24,0,Cloudy
1,50,7,25,101.18,0,Cloudy
2,53,4,25,101.11,0,Cloudy
3,58,4,25,101.06,0,Cloudy
4,55,4,25,101,0,Cloudy
5,54,7,25,100.95,0,Cloudy
6,52,7,48.3,100.91,0,Mostly Cloudy
7,49,11,48.3,100.87,0,Mostly Cloudy
8,47,13,48.3,100.81,0,Mostly Cloudy
9,45,19,48.3,100.73,0,Mostly Cloudy
10,42,22,48.3,100.61,0,Mostly Cloudy
11,40,15,48.3,100.46,0,Mostly Cloudy
12,37,17,48.3,100.25,0,Mostly Cloudy
13,33,20,48.3,100.11,0,Mostly Cloudy
14,33,20,48.3,99.97,0,Mostly Cloudy
15,32,22,48.3,99.86,0,Mostly Cloudy
16,31,22,48.3,99.8,0,Cloudy
17,31,7,48.3,99.75,0,Mostly Cloudy
18,31,19,25,99.69,0,Mostly Cloudy
19,31,17,48.3,99.64,0,Mostly Cloudy
20,35,15,25,99.59,0,Mostly Cloudy
21,36,17,25,99.5,0,Mostly Cloudy
22,37,19,25,99.42,0,Mostly Cloudy
23,44,7,25,99.38,0,Cloudy
0,46,4,25,99.31,0,Mostly Cloudy
1,60,9,25,99.24,0,Cloudy
2,62,9,25,99.19,0,Cloudy
3,62,0,25,99.14,0,Cloudy
4,62,11,25,99.12,0,Cloudy
5,59,7,25,99.09,0,Cloudy
6,65,13,24.1,99.1,1,Rain
7,71,13,24.1,99.11,1,Rain
8,81,20,24.1,99.05,1,Rain
9,67,19,24.1,99.05,1,Rain
10,72,28,24.1,99.07,1,Rain
11,73,24,24.1,99.1,1,Rain
12,77,17,24.1,99.07,1,Rain
13,65,17,24.1,99.08,1,Rain
14,58,19,24.1,99.11,1,Rain
15,58,22,24.1,99.14,0,Cloudy
16,55,17,24.1,99.19,0,Cloudy
17,60,22,24.1,99.24,0,Cloudy
18,76,30,24.1,99.31,1,Rain Showers
19,72,28,25,99.34,0,Cloudy
20,74,19,25,99.4,0,Mostly Cloudy
21,73,22,25,99.43,0,Cloudy
22,75,19,25,99.42,0,Cloudy
23,73,20,25,99.42,0,Mostly Cloudy
0,79,19,25,99.43,0,Cloudy
1,83,20,25,99.41,0,Cloudy
2,82,19,25,99.4,0,Mostly Cloudy
3,83,17,25,99.37,0,Mostly Cloudy
4,84,13,25,99.39,0,Mostly Cloudy
5,84,9,24.1,99.39,0,Cloudy
6,83,9,24.1,99.45,0,Mostly Cloudy
7,78,9,24.1,99.48,0,Cloudy
8,76,17,24.1,99.51,1,Rain Showers
9,76,15,24.1,99.53,0,Mostly Cloudy
10,66,20,24.1,99.56,0,Mostly Cloudy
11,74,15,24.1,99.58,1,Rain Showers
12,59,19,24.1,99.58,0,Cloudy
13,58,22,24.1,99.6,0,Mostly Cloudy
14,70,33,16.1,99.63,1,Rain Showers
15,81,19,24.1,99.71,1,Rain Showers
16,77,20,24.1,99.77,0,Mostly Cloudy
17,73,19,24.1,99.83,0,Mostly Cloudy
18,78,24,24.1,99.91,0,Mostly Cloudy
19,78,19,25,100.01,0,Mostly Cloudy
20,79,20,25,100.12,0,Mostly Cloudy
21,82,22,25,100.15,0,Mostly Cloudy
22,84,11,25,100.16,0,Mostly Cloudy
23,85,15,25,100.21,0,Mostly Cloudy
0,84,17,25,100.24,0,Mostly Cloudy
1,85,9,25,100.26,0,Mostly Cloudy
2,88,11,25,100.26,0,Mostly Cloudy
3,89,0,25,100.3,0,Mostly Cloudy
4,90,0,25,100.34,0,Mainly Clear
5,90,6,24.1,100.4,0,Mostly Cloudy
6,89,6,24.1,100.5,0,Mostly Cloudy
7,87,4,24.1,100.58,0,Cloudy
8,81,4,24.1,100.65,0,Cloudy
9,72,0,24.1,100.72,0,Cloudy
10,73,4,24.1,100.76,0,Mostly Cloudy
11,72,11,24.1,100.78,0,Cloudy
12,65,9,24.1,100.76,0,Mainly Clear
13,53,4,24.1,100.74,0,Mostly Cloudy
14,57,32,24.1,100.79,1,Rain Showers
15,74,7,24.1,100.79,0,Mostly Cloudy
16,57,20,24.1,100.82,0,Mostly Cloudy
17,57,33,24.1,100.91,1,Rain Showers
18,55,17,24.1,100.92,0,Mainly Clear
19,62,11,24.1,101,0,Mainly Clear
20,63,13,25,101.07,0,Mostly Cloudy
21,66,7,25,101.08,0,Mostly Cloudy
22,74,11,25,101.09,0,Mostly Cloudy
23,61,13,25,101.11,0,Mostly Cloudy
0,61,13,25,101.14,0,Mainly Clear
1,56,15,25,101.15,0,Mostly Cloudy
2,59,17,25,101.18,0,Mainly Clear
3,60,13,25,101.21,0,Mostly Cloudy
4,64,13,25,101.24,0,Mainly Clear
5,62,15,24.1,101.3,0,Mostly Cloudy
6,63,13,48.3,101.36,0,Mainly Clear
7,63,6,48.3,101.43,0,Mainly Clear
8,54,13,48.3,101.46,0,Mostly Cloudy
9,51,13,48.3,101.5,0,Mostly Cloudy
10,49,9,48.3,101.51,0,Mostly Cloudy
11,46,9,48.3,101.46,0,Mostly Cloudy
12,43,4,48.3,101.42,0,Mostly Cloudy
13,46,15,48.3,101.4,0,Mostly Cloudy
14,45,13,48.3,101.38,0,Mostly Cloudy
15,41,15,48.3,101.33,0,Mostly Cloudy
16,37,15,48.3,101.32,0,Mostly Cloudy
17,41,11,48.3,101.32,0,Mainly Clear
18,39,17,48.3,101.33,0,Mainly Clear
19,44,11,48.3,101.34,0,Mainly Clear
20,49,7,25,101.38,0,Mainly Clear
21,59,0,25,101.39,0,Mainly Clear
22,60,4,25,101.44,0,Clear
23,56,11,25,101.47,0,Clear
0,54,11,25,101.49,0,Clear
1,51,11,25,101.48,0,Clear
2,58,6,25,101.5,0,Clear
3,61,9,25,101.52,0,Clear
4,66,6,25,101.56,0,Clear
5,67,6,48.3,101.6,0,Clear
6,68,6,48.3,101.67,0,Clear
7,64,7,48.3,101.75,0,Mainly Clear
8,58,7,48.3,101.77,0,Mainly Clear
9,54,13,48.3,101.73,0,Mainly Clear
10,44,17,48.3,101.69,0,Mainly Clear
11,40,19,48.3,101.6,0,Mainly Clear
12,32,24,48.3,101.52,0,Mainly Clear
13,23,24,48.3,101.48,0,Mainly Clear
14,24,22,48.3,101.36,0,Mainly Clear
15,24,32,48.3,101.27,0,Mainly Clear
16,23,30,48.3,101.22,0,Mostly Cloudy
17,26,28,48.3,101.22,0,Cloudy
18,26,22,48.3,101.24,0,Cloudy
19,24,19,48.3,101.25,0,Mostly Cloudy
20,28,15,25,101.31,0,Mostly Cloudy
21,30,19,25,101.32,0,Mainly Clear
22,44,20,25,101.36,0,Mainly Clear
23,48,20,25,101.37,0,Mainly Clear
0,51,22,25,101.35,0,Clear
1,52,11,25,101.35,0,Clear
2,54,17,25,101.34,0,Clear
3,63,19,25,101.36,0,Mainly Clear
4,64,11,25,101.35,0,Mainly Clear
5,64,17,25,101.36,0,Mostly Cloudy
6,58,19,24.1,101.42,0,Mostly Cloudy
7,54,20,48.3,101.49,0,Mostly Cloudy
8,51,19,48.3,101.46,0,Mostly Cloudy
9,46,20,48.3,101.45,0,Mostly Cloudy
10,41,26,48.3,101.38,0,Cloudy
11,37,24,48.3,101.28,0,Cloudy
12,34,24,48.3,101.21,0,Cloudy
13,34,26,48.3,101.2,0,Cloudy
14,35,17,48.3,101.08,0,Cloudy
15,28,20,48.3,101.02,0,Cloudy
16,26,19,48.3,100.98,0,Cloudy
17,28,24,48.3,101,0,Mostly Cloudy
18,30,13,48.3,100.95,0,Mostly Cloudy
19,42,7,48.3,100.91,0,Mostly Cloudy
20,39,7,25,100.9,0,Mostly Cloudy
21,44,7,25,100.86,0,Mostly Cloudy
22,47,9,25,100.82,0,Mostly Cloudy
23,46,9,25,100.76,0,Mostly Cloudy
0,41,9,25,100.77,0,Mostly Cloudy
1,42,13,25,100.74,0,Mostly Cloudy
2,48,15,25,100.7,0,Mostly Cloudy
3,54,15,25,100.7,0,Clear
4,64,15,25,100.72,0,Clear
5,69,6,25,100.72,0,Clear
6,70,13,24.1,100.74,0,Mainly Clear
7,69,9,24.1,100.81,0,Cloudy
8,69,11,24.1,100.84,0,Cloudy
9,71,26,24.1,100.79,0,Cloudy
10,67,32,24.1,100.72,0,Cloudy
11,61,28,24.1,100.68,0,Mainly Clear
12,58,28,48.3,100.65,0,Mainly Clear
13,54,32,48.3,100.68,0,Mostly Cloudy
14,55,26,24.1,100.68,0,Mostly Cloudy
15,62,24,48.3,100.65,0,Mostly Cloudy
16,65,22,48.3,100.69,0,Cloudy
17,68,20,24.1,100.73,0,Cloudy
18,70,20,24.1,100.77,0,Cloudy
19,73,17,24.1,100.78,0,Cloudy
20,75,11,25,100.8,0,Cloudy
21,76,6,25,100.83,0,Mostly Cloudy
22,76,6,25,100.82,0,Cloudy
23,78,13,25,100.74,0,Cloudy
0,77,17,25,100.77,0,Cloudy
1,89,9,8,100.7,1,Rain Showers
2,90,4,9.7,100.66,1,Rain Showers
3,90,9,25,100.66,0,Cloudy
4,84,11,25,100.66,0,Cloudy
5,82,13,25,100.64,0,Cloudy
6,79,15,24.1,100.61,0,Cloudy
7,76,17,24.1,100.55,0,Cloudy
8,69,17,24.1,100.52,0,Mostly Cloudy
9,58,15,24.1,100.52,0,Mostly Cloudy
10,47,22,24.1,100.44,0,Cloudy
11,47,22,24.1,100.44,0,Cloudy
12,44,30,24.1,100.39,0,Cloudy
13,44,22,24.1,100.36,0,Cloudy
14,41,24,24.1,100.26,0,Cloudy
15,37,28,24.1,100.12,0,Mostly Cloudy
16,37,26,48.3,100.06,0,Mostly Cloudy
17,37,26,48.3,100.03,0,Mainly Clear
18,38,11,48.3,99.99,0,Mostly Cloudy
19,40,20,16.1,100.1,1,Rain Showers
20,73,4,25,100.22,0,Mostly Cloudy
21,80,13,25,100.26,0,Mostly Cloudy
22,74,24,25,100.25,1,Rain Showers
23,71,30,25,100.31,0,Mostly Cloudy
0,62,28,25,100.34,0,Mainly Clear
1,55,35,25,100.42,0,Mainly Clear
2,43,30,25,100.51,0,Mainly Clear
3,55,37,25,100.61,0,Mainly Clear
4,57,37,25,100.8,0,Mainly Clear
5,60,33,48.3,100.99,0,Mostly Cloudy
6,52,37,48.3,101.19,0,Mainly Clear
7,54,48,48.3,101.32,0,Mainly Clear
8,51,43,48.3,101.42,0,Mainly Clear
9,45,44,48.3,101.5,0,Mainly Clear
10,43,41,48.3,101.51,0,Mainly Clear
11,42,30,48.3,101.57,0,Mostly Cloudy
12,41,37,48.3,101.58,0,Mostly Cloudy
13,42,32,48.3,101.61,0,Mainly Clear
14,41,35,48.3,101.64,0,Mostly Cloudy
15,40,30,48.3,101.63,0,Mainly Clear
16,41,32,48.3,101.69,0,Mainly Clear
17,41,24,48.3,101.72,0,Mostly Cloudy
18,42,24,48.3,101.79,0,Mostly Cloudy
19,41,28,24.1,101.89,0,Mostly Cloudy
20,41,19,25,102.04,0,Mostly Cloudy
21,43,17,25,102.12,0,Mostly Cloudy
22,46,11,25,102.17,0,Mostly Cloudy
23,53,17,25,102.17,0,Mostly Cloudy
0,56,13,25,102.2,0,Clear
1,55,15,25,102.18,0,Clear
2,58,15,25,102.22,0,Clear
3,55,11,25,102.25,0,Clear
4,58,9,25,102.29,0,Clear
5,64,11,48.3,102.34,0,Clear
6,59,9,48.3,102.41,0,Clear
7,53,13,48.3,102.44,0,Clear
8,51,11,48.3,102.43,0,Clear
9,47,9,48.3,102.41,0,Clear
10,47,9,48.3,102.36,0,Clear
11,48,6,48.3,102.24,0,Clear
12,43,11,48.3,102.13,0,Mainly Clear
13,43,15,48.3,102.05,0,Mainly Clear
14,41,7,48.3,101.97,0,Mainly Clear
15,38,11,48.3,101.86,0,Mainly Clear
16,37,9,48.3,101.8,0,Mainly Clear
17,36,13,48.3,101.75,0,Mainly Clear
18,33,7,48.3,101.7,0,Mainly Clear
19,42,9,48.3,101.66,0,Mainly Clear
20,44,7,25,101.62,0,Mainly Clear
21,42,4,25,101.56,0,Mostly Cloudy
22,41,0,25,101.53,0,Mostly Cloudy
23,51,6,25,101.5,0,Mainly Clear
0,52,4,25,101.44,0,Mainly Clear
1,55,6,25,101.42,0,Clear
2,64,7,25,101.33,0,Clear
3,57,4,25,101.28,0,Mainly Clear
4,62,0,25,101.27,0,Mainly Clear
5,63,4,24.1,101.25,0,Mainly Clear
6,67,4,48.3,101.28,0,Mostly Cloudy
7,59,4,48.3,101.24,0,Mostly Cloudy
8,50,7,48.3,101.18,0,Mostly Cloudy
9,43,7,48.3,101.14,0,Mainly Clear
10,37,13,48.3,101.05,0,Mainly Clear
11,35,19,48.3,101.02,0,Mostly Cloudy
12,35,15,48.3,100.95,0,Mostly Cloudy
13,33,20,48.3,100.88,0,Mostly Cloudy
14,33,17,48.3,100.78,0,Mostly Cloudy
15,34,28,48.3,100.69,0,Mostly Cloudy
16,33,26,48.3,100.65,0,Mostly Cloudy
17,36,24,48.3,100.62,0,Mainly Clear
18,39,22,48.3,100.63,0,Mainly Clear
19,40,15,48.3,100.69,0,Mainly Clear
20,45,17,25,100.73,0,Mainly Clear
21,46,11,25,100.72,0,Clear
22,54,13,25,100.73,0,Mainly Clear
23,58,9,25,100.78,0,Mainly Clear
0,50,19,25,100.88,0,Mainly Clear
1,53,19,25,100.91,0,Clear
2,55,20,25,100.94,0,Mainly Clear
3,59,15,25,101,0,Mainly Clear
4,58,19,25,101.02,0,Mainly Clear
5,52,22,25,101.04,0,Mostly Cloudy
6,56,28,24.1,101.11,0,Mostly Cloudy
7,63,22,24.1,101.17,1,Rain Showers
8,72,26,24.1,101.12,0,Cloudy
9,71,19,48.3,101.13,0,Cloudy
10,70,24,24.1,101.07,1,Rain
11,66,20,24.1,101.06,0,Cloudy
12,68,26,24.1,100.98,1,Rain Showers
13,68,24,24.1,100.91,1,Rain Showers
14,64,24,24.1,100.8,0,Cloudy
15,64,24,24.1,100.7,0,Cloudy
16,68,33,24.1,100.67,0,Cloudy
17,70,26,24.1,100.59,0,Cloudy
18,73,28,24.1,100.54,0,Cloudy
19,77,26,24.1,100.5,0,Cloudy
20,79,24,25,100.46,0,Cloudy
21,81,17,25,100.35,0,Cloudy
22,81,17,25,100.32,0,Cloudy
23,81,20,25,100.27,0,Cloudy
0,83,19,25,100.18,0,Cloudy
1,85,15,25,100.13,0,Cloudy
2,86,19,25,100.21,0,Cloudy
3,86,20,25,100.21,0,Cloudy
4,85,13,25,100.2,0,Cloudy
5,84,7,25,100.32,0,Cloudy
6,82,15,25,100.36,0,Cloudy
7,81,17,25,100.38,1,Rain Showers
8,82,17,24.1,100.42,0,Cloudy
9,86,19,24.1,100.49,1,Rain Showers
10,86,17,9.7,100.53,1,"Rain,Fog"
11,86,11,12.9,100.59,1,Rain
12,86,15,9.7,100.61,1,"Rain,Fog"
13,85,19,24.1,100.65,1,Rain
14,86,19,16.1,100.69,1,Rain
15,85,17,16.1,100.73,1,Rain
16,82,19,16.1,100.8,1,Rain
17,86,17,16.1,100.84,1,Rain
18,86,24,16.1,100.96,1,Rain
19,84,20,19.3,100.96,1,Rain
20,86,24,16.1,101.06,1,Rain
21,85,26,25,101.06,1,Rain
22,86,19,19.3,101.04,1,Rain
23,87,13,25,101.08,1,Rain
0,86,24,25,101.04,1,Rain
1,87,17,25,101.06,1,"Rain,Snow"
2,89,13,9.7,101.07,1,"Rain,Snow"
3,89,15,25,101.05,1,"Rain,Snow"
4,90,11,25,101.05,1,Rain
5,86,19,25,101.06,1,Rain
6,85,19,24.1,101.1,0,Cloudy
7,81,20,24.1,101.17,0,Cloudy
8,75,20,24.1,101.24,0,Cloudy
9,73,28,24.1,101.27,0,Cloudy
10,74,22,48.3,101.3,0,Cloudy
11,71,22,48.3,101.24,0,Cloudy
12,68,24,48.3,101.22,0,Cloudy
13,67,20,48.3,101.3,0,Cloudy
14,65,22,48.3,101.27,0,Cloudy
15,63,28,48.3,101.2,0,Cloudy
16,64,22,48.3,101.2,0,Cloudy
17,63,26,48.3,101.17,0,Cloudy
18,63,24,48.3,101.13,0,Cloudy
19,67,32,24.1,101.16,0,Cloudy
20,66,32,25,101.19,0,Cloudy
21,68,35,25,101.07,1,Rain
22,75,32,25,101.05,1,Rain
23,82,41,19.3,100.89,1,Rain
0,82,46,19.3,100.73,1,Rain
1,85,44,11.3,100.59,1,"Rain,Snow"
2,85,44,25,100.32,1,"Rain,Snow"
3,84,52,25,100.11,1,"Rain,Snow"
4,82,44,25,99.82,1,Rain
5,86,46,8,99.74,1,Rain
6,84,52,16.1,99.66,1,Rain
7,82,48,24.1,99.52,1,Rain
8,84,48,19.3,99.4,1,Rain
9,84,44,12.9,99.29,1,Rain
10,83,46,24.1,99.23,0,Cloudy
11,84,48,19.3,99.15,0,Cloudy
12,83,46,24.1,99.09,0,Cloudy
13,83,41,24.1,99.06,0,Cloudy
14,80,44,24.1,98.97,0,Cloudy
15,79,43,24.1,98.9,0,Cloudy
16,80,39,24.1,98.81,0,Cloudy
17,81,35,24.1,98.8,0,Cloudy
18,80,43,24.1,98.66,0,Cloudy
19,86,39,9.7,98.61,1,"Rain,Fog"
20,86,41,25,98.54,0,Cloudy
21,86,37,25,98.51,1,Rain
22,88,19,25,98.58,0,Cloudy
23,89,9,25,98.64,0,Cloudy
0,90,13,25,98.6,0,Cloudy
1,90,7,16.1,98.56,0,Cloudy
2,89,6,9.7,98.5,0,Fog
3,90,15,12.9,98.53,0,Cloudy
4,80,19,25,98.51,1,Rain Showers
5,76,19,24.1,98.47,0,Cloudy
6,79,19,19.3,98.51,1,Rain Showers
7,84,13,11.3,98.6,1,Rain Showers
8,82,13,24.1,98.63,1,Rain Showers
9,64,17,48.3,98.64,0,Mostly Cloudy
10,66,19,24.1,98.72,1,Rain Showers
11,59,26,24.1,98.78,0,Mostly Cloudy
12,69,17,24.1,98.82,0,Mostly Cloudy
13,62,24,24.1,98.9,1,Rain Showers
14,59,28,24.1,99.01,0,Cloudy
15,64,19,48.3,99.08,0,Cloudy
16,55,32,48.3,99.19,0,Cloudy
17,59,28,48.3,99.26,0,Cloudy
18,60,20,48.3,99.3,0,Mostly Cloudy
19,61,19,24.1,99.37,0,Cloudy
20,61,28,25,99.45,0,Cloudy
21,62,20,25,99.54,0,Cloudy
22,61,24,25,99.56,0,Mostly Cloudy
23,64,19,25,99.61,0,Mostly Cloudy
0,68,19,25,99.67,0,Mostly Cloudy
1,64,19,25,99.71,0,Mostly Cloudy
2,71,13,25,99.74,0,Mostly Cloudy
3,71,15,25,99.77,0,Mostly Cloudy
4,70,15,25,99.8,0,Mostly Cloudy
5,73,13,24.1,99.84,0,Mostly Cloudy
6,70,20,24.1,99.93,1,Rain Showers
7,71,19,19.3,100.01,1,Rain Showers
8,79,19,24.1,100.08,1,Rain
9,86,15,24.1,100.15,1,Rain
10,80,9,24.1,100.22,1,Rain
11,70,17,48.3,100.23,0,Mostly Cloudy
12,65,20,48.3,100.26,0,Mostly Cloudy
13,55,20,48.3,100.29,0,Mostly Cloudy
14,57,19,24.1,100.31,0,Mostly Cloudy
15,60,15,24.1,100.38,1,Rain Showers
16,48,17,24.1,100.41,0,Mostly Cloudy
17,48,22,48.3,100.45,0,Mostly Cloudy
18,50,22,48.3,100.5,0,Mostly Cloudy
19,60,17,24.1,100.56,0,Mostly Cloudy
20,59,17,25,100.61,0,Mostly Cloudy
21,61,13,25,100.67,0,Mostly Cloudy
22,65,9,25,100.69,0,Mostly Cloudy
23,66,9,25,100.69,0,Cloudy
0,71,7,25,100.68,0,Mostly Cloudy
1,72,9,25,100.67,0,Mainly Clear
2,74,7,25,100.67,0,Mainly Clear
3,74,11,25,100.66,0,Clear
4,74,7,25,100.66,0,Clear
5,75,9,24.1,100.69,0,Clear
6,76,4,48.3,100.71,0,Clear
7,72,7,48.3,100.72,0,Mostly Cloudy
8,68,7,48.3,100.72,0,Cloudy
9,60,7,48.3,100.65,0,Cloudy
10,55,11,48.3,100.6,0,Mostly Cloudy
11,52,7,48.3,100.49,0,Cloudy
12,52,13,48.3,100.39,0,Cloudy
13,52,13,48.3,100.24,0,Cloudy
14,45,17,24.1,100.08,0,Cloudy
15,44,19,48.3,99.98,0,Cloudy
16,43,19,24.1,99.84,0,Cloudy
17,51,15,19.3,99.8,1,Rain
18,80,19,19.3,99.72,1,Rain
19,83,15,19.3,99.7,1,Rain
20,85,7,25,99.69,1,Rain
21,88,9,9.7,99.67,1,"Rain,Fog"
22,88,6,9.7,99.61,1,"Drizzle,Fog"
23,90,13,9.7,99.59,1,"Rain,Fog"
0,89,22,9.7,99.67,1,"Rain,Fog"
1,86,15,25,99.74,1,Rain
2,87,15,25,99.79,1,Rain
3,83,22,25,99.87,0,Mostly Cloudy
4,80,24,25,99.94,0,Mostly Cloudy
5,76,26,24.1,100.03,1,Rain Showers
6,74,28,24.1,100.16,0,Mostly Cloudy
7,71,32,12.9,100.25,0,Snow
8,69,26,24.1,100.33,0,Snow
9,65,32,24.1,100.4,0,Snow
10,61,30,24.1,100.48,0,Snow
11,61,30,24.1,100.58,0,Cloudy
12,61,35,24.1,100.65,0,Snow
13,57,37,24.1,100.76,0,Cloudy
14,59,37,24.1,100.86,0,Cloudy
15,57,30,24.1,100.92,0,Cloudy
16,55,30,24.1,100.97,0,Cloudy
17,55,33,24.1,101.09,0,Cloudy
18,54,28,24.1,101.18,0,Cloudy
19,53,22,24.1,101.25,0,Cloudy
20,56,24,25,101.36,0,Cloudy
21,58,19,25,101.42,0,Cloudy
22,55,20,25,101.47,0,Cloudy
23,55,17,25,101.5,0,Cloudy
0,57,17,25,101.52,0,Cloudy
1,55,19,25,101.51,0,Cloudy
2,56,22,25,101.5,0,Cloudy
3,53,17,25,101.54,0,Cloudy
4,52,24,25,101.6,0,Cloudy
5,54,26,24.1,101.67,0,Cloudy
6,52,22,48.3,101.74,0,Mainly Clear
7,52,30,48.3,101.75,0,Mainly Clear
8,48,24,48.3,101.78,0,Mainly Clear
9,46,32,48.3,101.79,0,Mainly Clear
10,50,28,48.3,101.73,0,Mainly Clear
11,36,24,48.3,101.71,0,Mainly Clear
12,34,30,48.3,101.68,0,Mainly Clear
13,29,32,48.3,101.62,0,Mainly Clear
14,28,24,48.3,101.57,0,Mainly Clear
15,27,35,48.3,101.5,0,Mainly Clear
16,26,30,48.3,101.46,0,Mainly Clear
17,25,28,48.3,101.45,0,Mainly Clear
18,25,24,48.3,101.43,0,Clear
19,27,19,48.3,101.46,0,Clear
20,34,11,25,101.51,0,Mainly Clear
21,41,11,25,101.55,0,Clear
22,41,9,25,101.56,0,Mostly Cloudy
23,47,6,25,101.55,0,Mostly Cloudy
0,49,7,25,101.52,0,Cloudy
1,47,11,25,101.49,0,Mainly Clear
2,52,11,25,101.49,0,Mainly Clear
3,53,13,25,101.47,0,Mostly Cloudy
4,57,9,25,101.48,0,Mainly Clear
5,42,19,48.3,101.52,0,Mostly Cloudy
6,38,20,48.3,101.58,0,Mostly Cloudy
